X,Y,Latitude,Longitude,dT,z
3407889.32,509714.27,30.7917391,114.1014956,9.317048103,-85
3407890.61,509715.03,30.7917507,114.1015036,9.272566769,-85
3407891.89,509715.8,30.7917623,114.1015116,9.226745264,-85
3407893.19,509716.57,30.791774,114.1015197,9.179099298,-85
3407894.49,509717.34,30.7917857,114.1015277,9.130204405,-85
3407895.79,509718.11,30.7917974,114.1015358,9.080270069,-85
3407898.37,509719.64,30.7918207,114.1015518,8.979945065,-85
3407899.68,509720.4,30.7918325,114.1015597,8.928885514,-85
3407900.98,509721.15,30.7918442,114.1015676,8.877597285,-85
3407902.28,509721.92,30.7918559,114.1015756,8.825738507,-85
3407903.59,509722.67,30.7918677,114.1015835,8.773931241,-85
3407904.88,509723.43,30.7918794,114.1015914,8.723117222,-85
3407906.18,509724.18,30.7918911,114.1015993,8.672655106,-85
3407907.48,509724.93,30.7919028,114.1016071,8.622751079,-85
3407908.78,509725.68,30.7919145,114.101615,8.573609059,-85
3407911.38,509727.19,30.791938,114.1016308,8.477706609,-85
3407912.67,509727.95,30.7919496,114.1016387,8.431679873,-85
3407913.96,509728.69,30.7919612,114.1016465,8.387419823,-85
3407915.27,509729.45,30.791973,114.1016544,8.344317477,-85
3407916.56,509730.19,30.7919847,114.1016622,8.303929148,-85
3407917.86,509730.94,30.7919964,114.10167,8.264985532,-85
3407920.46,509732.45,30.7920198,114.1016858,8.193624742,-85
3407921.76,509733.19,30.7920315,114.1016936,8.161726277,-85
3407923.04,509733.95,30.7920431,114.1017015,8.132822946,-85
3407924.34,509734.69,30.7920548,114.1017093,8.105904,-85
3407925.64,509735.44,30.7920665,114.1017171,8.081560809,-85
3407926.95,509736.18,30.7920783,114.1017249,8.05932113,-85
3407928.24,509736.93,30.79209,114.1017327,8.039570216,-85
3407929.54,509737.67,30.7921017,114.1017405,8.021539729,-85
3407930.84,509738.42,30.7921134,114.1017483,8.005470719,-85
3407932.15,509739.14,30.7921252,114.1017559,7.990544798,-85
3407933.46,509739.89,30.792137,114.1017637,7.976913749,-85
3407934.78,509740.63,30.7921489,114.1017714,7.963971927,-85
3407936.09,509741.37,30.7921607,114.1017792,7.95184523,-85
3407937.39,509742.11,30.7921724,114.1017869,7.940467379,-85
3407938.69,509742.84,30.7921842,114.1017946,7.929353835,-85
3407940.0,509743.57,30.792196,114.1018022,7.917842884,-85
3407941.33,509744.3,30.792208,114.1018098,7.905763041,-85
3407942.64,509745.03,30.7922198,114.1018175,7.8934883,-85
3407943.94,509745.78,30.7922315,114.1018253,7.880843999,-85
3407945.25,509746.51,30.7922433,114.101833,7.867433425,-85
3407946.55,509747.25,30.792255,114.1018407,7.853342242,-85
3407947.86,509747.98,30.7922668,114.1018484,7.837849089,-85
3407949.15,509748.72,30.7922785,114.1018561,7.821535817,-85
3407950.45,509749.46,30.7922902,114.1018638,7.804435704,-85
3407951.75,509750.19,30.7923019,114.1018715,7.786277514,-85
3407953.06,509750.95,30.7923137,114.1018794,7.765965177,-85
3407954.37,509751.69,30.7923255,114.1018872,7.743921224,-85
3407955.68,509752.44,30.7923373,114.101895,7.720240851,-85
3407956.97,509753.18,30.792349,114.1019028,7.695445936,-85
3407958.27,509753.94,30.7923607,114.1019107,7.668425252,-85
3407959.58,509754.69,30.7923725,114.1019186,7.6386865,-85
3407960.88,509755.44,30.7923842,114.1019264,7.606930625,-85
3407962.18,509756.2,30.7923959,114.1019344,7.573624497,-85
3407963.47,509756.96,30.7924076,114.1019423,7.538519235,-85
3407964.77,509757.71,30.7924193,114.1019502,7.501168201,-85
3407966.07,509758.47,30.792431,114.1019581,7.46209559,-85
3407967.36,509759.22,30.7924426,114.101966,7.421743055,-85
3407968.65,509759.98,30.7924543,114.1019739,7.379634778,-85
3407969.94,509760.74,30.7924659,114.1019819,7.336286818,-85
3407971.21,509761.5,30.7924773,114.1019898,7.292791102,-85
3407972.47,509762.26,30.7924887,114.1019978,7.249165699,-85
3407973.75,509763.02,30.7925002,114.1020057,7.204735246,-85
3407975.02,509763.78,30.7925117,114.1020137,7.160394937,-85
3407976.31,509764.53,30.7925233,114.1020215,7.115764089,-85
3407977.6,509765.29,30.7925349,114.1020295,7.07136605,-85
3407978.88,509766.04,30.7925465,114.1020374,7.027841397,-85
3407980.17,509766.79,30.7925581,114.1020452,6.984676684,-85
3407982.72,509768.3,30.7925811,114.102061,6.901065812,-85
3407984.01,509769.05,30.7925927,114.1020689,6.860026138,-85
3407985.29,509769.8,30.7926043,114.1020767,6.819960708,-85
3407986.6,509770.54,30.7926161,114.1020844,6.780023734,-85
3407987.9,509771.27,30.7926278,114.1020921,6.741083245,-85
3407989.19,509772.02,30.7926394,114.1020999,6.702583855,-85
3407990.48,509772.75,30.7926511,114.1021076,6.664704855,-85
3407991.78,509773.51,30.7926628,114.1021155,6.626623052,-85
3407993.08,509774.25,30.7926745,114.1021233,6.589013935,-85
3407994.39,509775.0,30.7926863,114.1021311,6.551088592,-85
3407995.68,509775.76,30.7926979,114.1021391,6.513336905,-85
3407996.97,509776.53,30.7927096,114.1021471,6.475219178,-85
3407998.27,509777.29,30.7927213,114.1021551,6.436631161,-85
3407999.57,509778.05,30.792733,114.102163,6.397543332,-85
3408000.87,509778.79,30.7927447,114.1021708,6.358125101,-85
3408002.16,509779.54,30.7927564,114.1021786,6.318017237,-85
3408003.45,509780.29,30.792768,114.1021865,6.277042109,-85
3408004.75,509781.03,30.7927797,114.1021942,6.235302208,-85
3408006.05,509781.78,30.7927914,114.1022021,6.192727248,-85
3408008.65,509783.27,30.7928149,114.1022177,6.104999077,-85
3408009.96,509784.01,30.7928267,114.1022254,6.059638347,-85
3408011.25,509784.76,30.7928383,114.1022333,6.01407747,-85
3408012.55,509785.5,30.79285,114.102241,5.96770082,-85
3408013.85,509786.26,30.7928617,114.1022489,5.920406058,-85
3408015.14,509787.0,30.7928734,114.1022567,5.87318715,-85
3408016.44,509787.77,30.7928851,114.1022647,5.824913226,-85
3408017.74,509788.52,30.7928968,114.1022726,5.776583581,-85
3408019.04,509789.27,30.7929085,114.1022804,5.727882335,-85
3408020.32,509790.03,30.7929201,114.1022884,5.679211764,-85
3408021.61,509790.79,30.7929317,114.1022964,5.630236915,-85
3408022.91,509791.55,30.7929434,114.1023043,5.581146232,-85
3408024.19,509792.31,30.792955,114.1023123,5.532920302,-85
3408025.48,509793.08,30.7929666,114.1023203,5.484297714,-85
3408026.76,509793.84,30.7929781,114.1023283,5.435841894,-85
3408028.04,509794.61,30.7929897,114.1023363,5.386929819,-85
3408029.33,509795.37,30.7930013,114.1023443,5.337530039,-85
3408030.61,509796.13,30.7930128,114.1023522,5.288450865,-85
3408031.89,509796.89,30.7930244,114.1023602,5.239249335,-85
3408033.18,509797.65,30.793036,114.1023681,5.189330215,-85
3408034.47,509798.4,30.7930476,114.102376,5.138326104,-85
3408035.75,509799.19,30.7930592,114.1023842,5.085970635,-85
3408037.04,509799.95,30.7930708,114.1023922,5.032331101,-85
3408038.33,509800.7,30.7930824,114.1024001,4.977551834,-85
3408039.62,509801.47,30.7930941,114.1024081,4.921064288,-85
3408040.91,509802.23,30.7931057,114.1024161,4.862764631,-85
3408042.22,509803.0,30.7931175,114.1024241,4.801473927,-85
3408043.52,509803.76,30.7931292,114.1024321,4.739404322,-85
3408044.82,509804.55,30.7931409,114.1024403,4.675941839,-85
3408046.11,509805.32,30.7931526,114.1024484,4.612095195,-85
3408047.41,509806.09,30.7931643,114.1024565,4.546521407,-85
3408048.71,509806.87,30.793176,114.1024646,4.479913177,-85
3408050.01,509807.63,30.7931877,114.1024726,4.413068517,-85
3408051.31,509808.42,30.7931994,114.1024808,4.345953097,-85
3408052.6,509809.19,30.7932111,114.1024889,4.279729021,-85
3408053.9,509809.95,30.7932228,114.1024968,4.213641273,-85
3408055.2,509810.7,30.7932345,114.1025047,4.148338271,-85
3408056.5,509811.46,30.7932462,114.1025126,4.083604247,-85
3408057.79,509812.21,30.7932579,114.1025205,4.020157408,-85
3408059.09,509812.97,30.7932696,114.1025285,3.957115322,-85
3408061.68,509814.48,30.7932929,114.1025443,3.834387006,-85
3408062.96,509815.25,30.7933045,114.1025523,3.774967306,-85
3408064.25,509816.01,30.7933161,114.1025603,3.715988414,-85
3408065.54,509816.78,30.7933277,114.1025683,3.657801388,-85
3408066.83,509817.54,30.7933394,114.1025763,3.600438847,-85
3408068.12,509818.31,30.793351,114.1025843,3.543828146,-85
3408069.41,509819.07,30.7933626,114.1025923,3.488048701,-85
3408071.99,509820.59,30.7933859,114.1026082,3.379355148,-85
3408073.28,509821.36,30.7933975,114.1026162,3.326498673,-85
3408074.57,509822.13,30.7934091,114.1026243,3.274708137,-85
3408075.85,509822.89,30.7934207,114.1026323,3.224516105,-85
3408077.13,509823.66,30.7934322,114.1026403,3.175658198,-85
3408078.42,509824.42,30.7934438,114.1026483,3.12779973,-85
3408079.69,509825.19,30.7934553,114.1026563,3.082130723,-85
3408080.96,509825.94,30.7934667,114.1026642,3.037836117,-85
3408082.21,509826.7,30.793478,114.1026721,2.995629882,-85
3408083.47,509827.45,30.7934894,114.10268,2.954298974,-85
3408084.75,509828.23,30.7935009,114.1026881,2.913537611,-85
3408086.01,509829.0,30.7935123,114.1026962,2.874461221,-85
3408087.28,509829.77,30.7935237,114.1027042,2.835975987,-85
3408088.54,509830.53,30.7935351,114.1027122,2.798505263,-85
3408089.83,509831.28,30.7935467,114.1027201,2.760607418,-85
3408091.12,509832.04,30.7935583,114.102728,2.723166464,-85
3408092.41,509832.78,30.79357,114.1027358,2.68599212,-85
3408093.7,509833.55,30.7935816,114.1027438,2.649074222,-85
3408096.3,509835.09,30.793605,114.1027599,2.575047218,-85
3408097.59,509835.84,30.7936167,114.1027678,2.53828077,-85
3408098.89,509836.61,30.7936284,114.1027758,2.501447056,-85
3408100.19,509837.38,30.7936401,114.1027839,2.464927209,-85
3408101.49,509838.16,30.7936518,114.102792,2.428635,-85
3408102.79,509838.91,30.7936635,114.1027999,2.392446831,-85
3408104.07,509839.67,30.7936751,114.1028078,2.357057496,-85
3408105.37,509840.42,30.7936868,114.1028157,2.321453943,-85
3408106.67,509841.17,30.7936985,114.1028235,2.286256735,-85
3408107.96,509841.91,30.7937101,114.1028313,2.251329879,-85
3408109.25,509842.68,30.7937218,114.1028393,2.216337737,-85
3408110.54,509843.43,30.7937334,114.1028472,2.181317534,-85
3408111.82,509844.18,30.7937449,114.102855,2.146378407,-85
3408113.09,509844.92,30.7937564,114.1028628,2.111539186,-85
3408114.38,509845.67,30.793768,114.1028706,2.075711068,-85
3408115.68,509846.41,30.7937797,114.1028784,2.039021056,-85
3408116.97,509847.15,30.7937914,114.1028861,2.001929862,-85
3408118.26,509847.89,30.793803,114.1028939,1.964186881,-85
3408119.56,509848.67,30.7938147,114.102902,1.925368023,-85
3408120.84,509849.44,30.7938263,114.1029101,1.886449201,-85
3408122.13,509850.21,30.7938379,114.1029182,1.846691724,-85
3408123.41,509850.99,30.7938494,114.1029263,1.806770229,-85
3408124.68,509851.76,30.7938609,114.1029344,1.76700063,-85
3408125.96,509852.54,30.7938724,114.1029425,1.726994416,-85
3408127.23,509853.31,30.7938839,114.1029506,1.687797697,-85
3408128.5,509854.09,30.7938953,114.1029587,1.64901271,-85
3408129.76,509854.85,30.7939067,114.1029667,1.611067649,-85
3408131.03,509855.6,30.7939181,114.1029745,1.573596969,-85
3408132.3,509856.33,30.7939296,114.1029822,1.537189331,-85
3408133.57,509857.07,30.793941,114.1029899,1.50156333,-85
3408134.82,509857.81,30.7939523,114.1029977,1.467374102,-85
3408136.07,509858.57,30.7939636,114.1030056,1.43380731,-85
3408137.34,509859.3,30.793975,114.1030133,1.40065732,-85
3408138.59,509860.06,30.7939863,114.1030212,1.368355559,-85
3408139.85,509860.8,30.7939976,114.103029,1.336614911,-85
3408141.11,509861.54,30.794009,114.1030367,1.305214451,-85
3408142.35,509862.29,30.7940202,114.1030446,1.27408507,-85
3408144.87,509863.78,30.7940429,114.1030601,1.211261945,-85
3408146.12,509864.51,30.7940542,114.1030678,1.180203887,-85
3408147.37,509865.26,30.7940654,114.1030756,1.148773292,-85
3408148.62,509866.01,30.7940767,114.1030835,1.116786653,-85
3408149.87,509866.77,30.794088,114.1030914,1.083892021,-85
3408151.13,509867.52,30.7940993,114.1030993,1.050777056,-85
3408152.38,509868.28,30.7941106,114.1031072,1.017762386,-85
3408153.63,509869.03,30.7941219,114.1031151,0.984586355,-85
3408154.89,509869.78,30.7941332,114.1031229,0.950097374,-85
3408156.13,509870.52,30.7941444,114.1031307,0.915116937,-85
3408157.38,509871.27,30.7941557,114.1031385,0.879487611,-85
3408158.63,509872.02,30.7941669,114.1031464,0.843066252,-85
3408159.87,509872.77,30.7941781,114.1031542,0.805973468,-85
3408161.11,509873.51,30.7941893,114.103162,0.768506721,-85
3408162.36,509874.26,30.7942006,114.1031698,0.730290877,-85
3408163.62,509875.0,30.7942119,114.1031776,0.691574332,-85
3408164.87,509875.75,30.7942232,114.1031854,0.652481923,-85
3408166.14,509876.49,30.7942346,114.1031932,0.612943199,-85
3408167.4,509877.24,30.794246,114.103201,0.573332751,-85
3408168.67,509877.99,30.7942574,114.1032088,0.533527134,-85
3408169.94,509878.74,30.7942689,114.1032167,0.493854441,-85
3408171.22,509879.49,30.7942804,114.1032246,0.454136602,-85
3408172.49,509880.24,30.7942919,114.1032324,0.414815577,-85
3408173.78,509880.98,30.7943035,114.1032401,0.375734052,-85
3408175.07,509881.73,30.7943151,114.103248,0.33687789,-85
3408176.35,509882.48,30.7943267,114.1032558,0.298742192,-85
3408177.64,509883.22,30.7943383,114.1032636,0.261229847,-85
3408178.94,509883.98,30.79435,114.1032715,0.223660752,-85
3408180.22,509884.72,30.7943616,114.1032793,0.187584497,-85
3408181.52,509885.48,30.7943733,114.1032872,0.15127672,-85
3408182.82,509886.23,30.794385,114.1032951,0.115653942,-85
3408184.11,509886.97,30.7943966,114.1033028,0.080979241,-85
3408185.4,509887.72,30.7944083,114.1033107,0.046719949,-85
3408186.69,509888.48,30.7944199,114.1033186,0.012893205,-85
3408187.98,509889.22,30.7944315,114.1033264,-0.019962146,-85
3408189.26,509889.98,30.7944431,114.1033343,-0.05271128,-85
3408190.55,509890.72,30.7944547,114.1033421,-0.084608711,-85
3408191.85,509891.47,30.7944664,114.1033499,-0.116464174,-85
3408193.14,509892.21,30.794478,114.1033577,-0.147762457,-85
3408194.43,509892.97,30.7944897,114.1033656,-0.179331679,-85
3408195.73,509893.71,30.7945014,114.1033734,-0.210256674,-85
3408197.04,509894.46,30.7945132,114.1033812,-0.241256521,-85
3408198.34,509895.2,30.7945249,114.103389,-0.271853757,-85
3408199.64,509895.96,30.7945366,114.1033969,-0.30293912,-85
3408200.93,509896.71,30.7945483,114.1034048,-0.333621453,-85
3408202.23,509897.46,30.79456,114.1034126,-0.364588563,-85
3408203.53,509898.21,30.7945717,114.1034205,-0.395615693,-85
3408204.82,509898.96,30.7945833,114.1034283,-0.426681274,-85
3408206.1,509899.71,30.7945949,114.1034362,-0.458054544,-85
3408207.39,509900.47,30.7946065,114.1034441,-0.489959891,-85
3408208.69,509901.23,30.7946182,114.1034521,-0.521905964,-85
3408209.99,509901.99,30.7946299,114.10346,-0.553819914,-85
3408211.29,509902.75,30.7946417,114.103468,-0.585975915,-85
3408213.9,509904.25,30.7946652,114.1034837,-0.649935119,-85
3408215.2,509905.0,30.7946769,114.1034915,-0.681474452,-85
3408216.51,509905.74,30.7946887,114.1034993,-0.712480723,-85
3408217.81,509906.48,30.7947004,114.103507,-0.742858356,-85
3408219.1,509907.23,30.7947121,114.1035148,-0.77263432,-85
3408220.4,509907.97,30.7947238,114.1035226,-0.801490058,-85
3408221.7,509908.74,30.7947355,114.1035306,-0.83005721,-85
3408223.0,509909.48,30.7947472,114.1035384,-0.85695229,-85
3408224.28,509910.24,30.7947588,114.1035463,-0.882947901,-85
3408225.55,509910.99,30.7947702,114.1035542,-0.907600662,-85
3408226.81,509911.75,30.7947816,114.1035621,-0.931252041,-85
3408228.1,509912.5,30.7947932,114.10357,-0.953897726,-85
3408229.37,509913.27,30.7948047,114.1035781,-0.975799524,-85
3408230.65,509914.04,30.7948162,114.1035861,-0.996898686,-85
3408231.93,509914.79,30.7948277,114.103594,-1.016984632,-85
3408233.19,509915.56,30.7948391,114.103602,-1.036420129,-85
3408234.48,509916.33,30.7948507,114.1036101,-1.055273533,-85
3408235.76,509917.09,30.7948623,114.103618,-1.07319821,-85
3408237.04,509917.85,30.7948738,114.103626,-1.090415799,-85
3408238.33,509918.62,30.7948854,114.103634,-1.106970701,-85
3408239.6,509919.37,30.7948969,114.1036419,-1.122230571,-85
3408240.89,509920.14,30.7949085,114.10365,-1.136851897,-85
3408242.18,509920.91,30.7949201,114.103658,-1.1501177,-85
3408243.45,509921.66,30.7949316,114.1036659,-1.161775011,-85
3408244.73,509922.41,30.7949431,114.1036737,-1.171801226,-85
3408245.98,509923.15,30.7949544,114.1036814,-1.179865138,-85
3408247.25,509923.88,30.7949658,114.1036891,-1.185800517,-85
3408248.49,509924.62,30.794977,114.1036968,-1.189986696,-85
3408249.73,509925.33,30.7949882,114.1037043,-1.191817726,-85
3408250.96,509926.05,30.7949993,114.1037118,-1.191924231,-85
3408253.43,509927.48,30.7950216,114.1037268,-1.186382218,-85
3408254.68,509928.2,30.7950328,114.1037343,-1.180474599,-85
3408255.93,509928.92,30.7950441,114.1037418,-1.173038677,-85
3408257.17,509929.65,30.7950553,114.1037495,-1.16423322,-85
3408258.42,509930.38,30.7950665,114.1037571,-1.15409503,-85
3408259.67,509931.1,30.7950778,114.1037646,-1.142973441,-85
3408260.92,509931.81,30.7950891,114.1037721,-1.130952107,-85
3408262.19,509932.52,30.7951005,114.1037795,-1.118325607,-85
3408263.43,509933.23,30.7951117,114.1037869,-1.105714459,-85
3408264.67,509933.94,30.7951229,114.1037944,-1.092920946,-85
3408265.9,509934.66,30.795134,114.1038019,-1.080176555,-85
3408267.13,509935.37,30.7951451,114.1038093,-1.067819815,-85
3408268.35,509936.07,30.7951561,114.1038167,-1.056209733,-85
3408269.56,509936.79,30.795167,114.1038242,-1.045197564,-85
3408270.78,509937.5,30.795178,114.1038316,-1.035248082,-85
3408271.99,509938.2,30.7951889,114.103839,-1.026785375,-85
3408273.19,509938.92,30.7951997,114.1038465,-1.019078233,-85
3408274.38,509939.63,30.7952104,114.1038539,-1.012785102,-85
3408275.59,509940.33,30.7952213,114.1038612,-1.008210941,-85
3408276.78,509941.01,30.7952321,114.1038684,-1.004911217,-85
3408277.97,509941.7,30.7952428,114.1038756,-1.002420219,-85
3408279.17,509942.4,30.7952536,114.1038829,-1.001259202,-85
3408280.38,509943.09,30.7952645,114.1038901,-1.001810039,-85
3408281.57,509943.77,30.7952752,114.1038972,-1.003949241,-85
3408282.76,509944.44,30.795286,114.1039043,-1.007273445,-85
3408283.94,509945.13,30.7952966,114.1039115,-1.012147993,-85
3408285.14,509945.81,30.7953074,114.1039186,-1.018334957,-85
3408286.32,509946.49,30.7953181,114.1039257,-1.025359388,-85
3408287.51,509947.18,30.7953288,114.1039329,-1.033923076,-85
3408288.7,509947.86,30.7953395,114.10394,-1.043902389,-85
3408289.87,509948.54,30.7953501,114.1039472,-1.05495969,-85
3408291.06,509949.23,30.7953608,114.1039544,-1.067360604,-85
3408292.25,509949.93,30.7953715,114.1039617,-1.081297533,-85
3408293.43,509950.6,30.7953822,114.1039687,-1.096474184,-85
3408294.64,509951.26,30.7953931,114.1039756,-1.113317113,-85
3408295.84,509951.93,30.7954039,114.1039826,-1.131197075,-85
3408297.04,509952.6,30.7954147,114.1039897,-1.150673845,-85
3408298.23,509953.29,30.7954254,114.1039969,-1.171781654,-85
3408299.42,509953.98,30.7954362,114.1040041,-1.194349501,-85
3408300.61,509954.67,30.7954469,114.1040113,-1.218700745,-85
3408301.8,509955.35,30.7954576,114.1040184,-1.245194579,-85
3408303.0,509956.02,30.7954684,114.1040254,-1.27389183,-85
3408304.16,509956.69,30.7954789,114.1040325,-1.303724853,-85
3408305.34,509957.36,30.7954895,114.1040395,-1.336384808,-85
3408306.51,509958.03,30.7955001,114.1040465,-1.371505745,-85
3408307.69,509958.71,30.7955107,114.1040536,-1.409263727,-85
3408308.88,509959.38,30.7955214,114.1040606,-1.448891858,-85
3408310.06,509960.05,30.7955321,114.1040676,-1.491024829,-85
3408311.24,509960.73,30.7955427,114.1040747,-1.536507277,-85
3408312.41,509961.41,30.7955533,114.1040818,-1.584588843,-85
3408313.59,509962.09,30.7955639,114.104089,-1.635576589,-85
3408314.77,509962.78,30.7955745,114.1040962,-1.689757002,-85
3408315.95,509963.47,30.7955852,114.1041034,-1.74614097,-85
3408317.13,509964.16,30.7955958,114.1041106,-1.804902497,-85
3408318.32,509964.85,30.7956065,114.1041178,-1.8664604,-85
3408319.5,509965.53,30.7956172,114.104125,-1.929507432,-85
3408320.69,509966.23,30.7956279,114.1041323,-1.994387375,-85
3408321.88,509966.92,30.7956386,114.1041395,-2.060106994,-85
3408323.07,509967.62,30.7956494,114.1041468,-2.126981382,-85
3408324.26,509968.3,30.7956601,114.104154,-2.193501884,-85
3408325.45,509969.0,30.7956708,114.1041613,-2.260509011,-85
3408326.65,509969.69,30.7956816,114.1041685,-2.327164047,-85
3408327.84,509970.39,30.7956924,114.1041758,-2.3926284,-85
3408329.03,509971.08,30.7957031,114.104183,-2.456585957,-85
3408330.23,509971.77,30.7957139,114.1041903,-2.5198054,-85
3408331.43,509972.46,30.7957247,114.1041975,-2.581138343,-85
3408332.61,509973.16,30.7957354,114.1042048,-2.639949159,-85
3408333.8,509973.85,30.7957461,114.104212,-2.69675341,-85
3408334.99,509974.54,30.7957568,114.1042193,-2.751270701,-85
3408336.19,509975.24,30.7957676,114.1042266,-2.803508269,-85
3408337.38,509975.93,30.7957784,114.1042338,-2.852507934,-85
3408338.58,509976.61,30.7957892,114.1042409,-2.899088942,-85
3408339.77,509977.3,30.7957999,114.1042481,-2.942515358,-85
3408340.97,509977.98,30.7958107,114.1042553,-2.983078323,-85
3408342.16,509978.68,30.7958215,114.1042626,-3.021213188,-85
3408343.35,509979.38,30.7958322,114.1042699,-3.056974832,-85
3408344.55,509980.07,30.795843,114.1042771,-3.090220513,-85
3408345.76,509980.76,30.7958539,114.1042844,-3.121395895,-85
3408346.96,509981.46,30.7958647,114.1042917,-3.150517855,-85
3408348.15,509982.17,30.7958755,114.1042991,-3.177906117,-85
3408349.36,509982.88,30.7958864,114.1043065,-3.203953654,-85
3408350.56,509983.58,30.7958972,114.1043139,-3.228693085,-85
3408352.96,509984.98,30.7959188,114.1043285,-3.275240809,-85
3408354.16,509985.69,30.7959296,114.1043359,-3.297224215,-85
3408355.35,509986.38,30.7959404,114.1043432,-3.318360339,-85
3408356.55,509987.07,30.7959512,114.1043504,-3.338991422,-85
3408357.74,509987.76,30.7959619,114.1043576,-3.358845022,-85
3408358.93,509988.45,30.7959726,114.1043648,-3.378146229,-85
3408360.12,509989.14,30.7959834,114.104372,-3.397036673,-85
3408361.31,509989.82,30.7959941,114.1043792,-3.41561185,-85
3408362.49,509990.51,30.7960047,114.1043864,-3.433750123,-85
3408363.66,509991.2,30.7960153,114.1043936,-3.451248105,-85
3408364.83,509991.88,30.7960258,114.1044007,-3.468386858,-85
3408365.99,509992.57,30.7960363,114.1044079,-3.485167124,-85
3408367.16,509993.25,30.7960468,114.1044151,-3.501966291,-85
3408368.31,509993.93,30.7960572,114.1044222,-3.518355019,-85
3408369.47,509994.61,30.7960677,114.1044293,-3.534645163,-85
3408370.62,509995.3,30.796078,114.1044365,-3.550592192,-85
3408371.77,509995.97,30.7960884,114.1044435,-3.566362662,-85
3408372.92,509996.65,30.7960988,114.1044506,-3.581938235,-85
3408374.07,509997.31,30.7961091,114.1044575,-3.597366114,-85
3408375.22,509997.98,30.7961195,114.1044646,-3.612929578,-85
3408376.36,509998.65,30.7961298,114.1044716,-3.628450156,-85
3408377.49,509999.32,30.79614,114.1044786,-3.643770398,-85
3408378.64,509999.98,30.7961503,114.1044855,-3.659546289,-85
3408379.77,510000.65,30.7961605,114.1044925,-3.675041341,-85
3408380.89,510001.32,30.7961706,114.1044995,-3.690352081,-85
3408382.02,510001.99,30.7961808,114.1045065,-3.70570908,-85
3408383.15,510002.67,30.796191,114.1045136,-3.721042274,-85
3408384.29,510003.34,30.7962013,114.1045207,-3.736633685,-85
3408385.43,510004.02,30.7962115,114.1045278,-3.751883811,-85
3408386.56,510004.7,30.7962217,114.1045349,-3.766672736,-85
3408387.7,510005.38,30.796232,114.104542,-3.781070755,-85
3408388.85,510006.05,30.7962424,114.104549,-3.795312985,-85
3408390.0,510006.72,30.7962527,114.104556,-3.809004866,-85
3408391.14,510007.38,30.796263,114.1045629,-3.821971347,-85
3408393.43,510008.7,30.7962837,114.1045768,-3.845632618,-85
3408394.59,510009.37,30.7962941,114.1045838,-3.856527166,-85
3408395.73,510010.04,30.7963044,114.1045908,-3.866259877,-85
3408396.87,510010.71,30.7963147,114.1045978,-3.8754414,-85
3408398.0,510011.37,30.7963249,114.1046047,-3.884441507,-85
3408399.14,510012.04,30.7963351,114.1046117,-3.893161891,-85
3408400.29,510012.7,30.7963455,114.1046186,-3.902279705,-85
3408401.44,510013.35,30.7963559,114.1046254,-3.91180894,-85
3408402.59,510014.01,30.7963662,114.1046323,-3.921419137,-85
3408403.74,510014.67,30.7963766,114.1046392,-3.930816019,-85
3408404.9,510015.34,30.7963871,114.1046462,-3.941043442,-85
3408406.07,510016.01,30.7963976,114.1046533,-3.952615921,-85
3408407.24,510016.68,30.7964082,114.1046603,-3.965255108,-85
3408408.41,510017.37,30.7964187,114.1046675,-3.979055448,-85
3408409.57,510018.04,30.7964292,114.1046745,-3.994429094,-85
3408410.73,510018.71,30.7964396,114.1046815,-4.011194214,-85
3408411.88,510019.38,30.79645,114.1046885,-4.028718201,-85
3408413.05,510020.05,30.7964605,114.1046955,-4.047999971,-85
3408414.2,510020.73,30.7964709,114.1047026,-4.067926184,-85
3408415.34,510021.38,30.7964812,114.1047095,-4.08927264,-85
3408416.49,510022.05,30.7964915,114.1047165,-4.111195045,-85
3408417.63,510022.71,30.7965018,114.1047234,-4.134177091,-85
3408418.76,510023.36,30.796512,114.1047302,-4.1586223,-85
3408419.89,510024.02,30.7965222,114.1047371,-4.183160002,-85
3408421.01,510024.68,30.7965323,114.104744,-4.207837688,-85
3408422.13,510025.34,30.7965424,114.1047509,-4.232853306,-85
3408423.24,510025.99,30.7965524,114.1047577,-4.257993384,-85
3408424.35,510026.63,30.7965624,114.1047644,-4.283128241,-85
3408426.56,510027.92,30.7965823,114.1047779,-4.331908908,-85
3408427.67,510028.57,30.7965923,114.1047847,-4.355386994,-85
3408428.78,510029.22,30.7966023,114.1047915,-4.377779076,-85
3408429.89,510029.87,30.7966123,114.1047983,-4.399190622,-85
3408430.99,510030.52,30.7966223,114.1048051,-4.419111693,-85
3408432.1,510031.18,30.7966323,114.104812,-4.437927806,-85
3408433.21,510031.84,30.7966423,114.1048189,-4.455380956,-85
3408435.44,510033.16,30.7966624,114.1048327,-4.486300801,-85
3408436.56,510033.82,30.7966725,114.1048396,-4.499489496,-85
3408437.68,510034.48,30.7966826,114.1048465,-4.511045724,-85
3408438.8,510035.13,30.7966927,114.1048534,-4.521083565,-85
3408439.94,510035.79,30.7967029,114.1048603,-4.529162189,-85
3408441.06,510036.45,30.796713,114.1048672,-4.535007591,-85
3408442.19,510037.11,30.7967232,114.1048741,-4.539428908,-85
3408443.33,510037.77,30.7967335,114.104881,-4.542101962,-85
3408444.46,510038.44,30.7967437,114.104888,-4.542281024,-85
3408445.6,510039.11,30.796754,114.104895,-4.540621757,-85
