X,Y,Latitude,Longitude,z,dT
3407261.68,509174.18,30.7860821,114.0958471,-85,13.92037216
3407260.37,509173.43,30.7860703,114.0958392,-85,13.84226239
3407259.07,509172.66,30.7860586,114.0958312,-85,13.76260747
3407257.78,509171.91,30.786047,114.0958233,-85,13.68302652
3407256.49,509171.14,30.7860353,114.0958153,-85,13.60175538
3407255.19,509170.38,30.7860236,114.0958073,-85,13.51994382
3407253.89,509169.61,30.7860119,114.0957993,-85,13.4371866
3407252.6,509168.85,30.7860003,114.0957913,-85,13.35501497
3407251.31,509168.08,30.7859886,114.0957833,-85,13.27239771
3407250.02,509167.32,30.785977,114.0957753,-85,13.19044604
3407248.72,509166.55,30.7859653,114.0957673,-85,13.10812825
3407247.43,509165.79,30.7859537,114.0957593,-85,13.02742835
3407246.14,509165.04,30.785942,114.0957514,-85,12.94822346
3407244.84,509164.27,30.7859303,114.0957434,-85,12.86875404
3407243.55,509163.51,30.7859187,114.0957354,-85,12.79130655
3407242.25,509162.74,30.785907,114.0957274,-85,12.71457737
3407240.96,509161.99,30.7858953,114.0957195,-85,12.64060981
3407239.66,509161.22,30.7858836,114.0957115,-85,12.56712795
3407238.36,509160.47,30.7858719,114.0957036,-85,12.49611698
3407237.07,509159.71,30.7858603,114.0956957,-85,12.42676103
3407235.78,509158.95,30.7858486,114.0956877,-85,12.3591835
3407234.48,509158.19,30.7858369,114.0956798,-85,12.29317521
3407233.19,509157.44,30.7858253,114.0956719,-85,12.22957223
3407231.9,509156.68,30.7858137,114.095664,-85,12.16703153
3407230.61,509155.92,30.785802,114.095656,-85,12.10594916
3407229.31,509155.15,30.7857903,114.095648,-85,12.04563674
3407228.01,509154.4,30.7857786,114.0956401,-85,11.98716346
3407226.71,509153.62,30.7857669,114.095632,-85,11.9284639
3407225.43,509152.87,30.7857553,114.0956241,-85,11.87189139
3407224.13,509152.11,30.7857436,114.0956162,-85,11.81506114
3407222.83,509151.36,30.7857319,114.0956083,-85,11.75903452
3407221.53,509150.59,30.7857202,114.0956003,-85,11.70257875
3407220.25,509149.83,30.7857086,114.0955923,-85,11.64690468
3407218.96,509149.06,30.785697,114.0955843,-85,11.59026104
3407217.66,509148.3,30.7856853,114.0955763,-85,11.53322577
3407216.36,509147.53,30.7856736,114.0955683,-85,11.47517754
3407215.08,509146.77,30.785662,114.0955603,-85,11.41753009
3407213.78,509146.02,30.7856503,114.0955524,-85,11.35933856
3407212.49,509145.26,30.7856387,114.0955445,-85,11.30037093
3407211.2,509144.5,30.785627,114.0955365,-85,11.24049326
3407209.91,509143.73,30.7856154,114.0955285,-85,11.17938843
3407208.61,509142.97,30.7856037,114.0955205,-85,11.11787344
3407207.32,509142.2,30.7855921,114.0955125,-85,11.05556034
3407206.04,509141.45,30.7855805,114.0955046,-85,10.99358411
3407204.74,509140.69,30.7855688,114.0954967,-85,10.93014557
3407203.45,509139.93,30.7855572,114.0954887,-85,10.86653303
3407202.16,509139.16,30.7855455,114.0954807,-85,10.80213949
3407200.87,509138.4,30.7855339,114.0954727,-85,10.73777869
3407199.57,509137.63,30.7855222,114.0954647,-85,10.67230068
3407198.28,509136.88,30.7855106,114.0954568,-85,10.60771804
3407197,509136.11,30.785499,114.0954488,-85,10.5423618
3407195.7,509135.35,30.7854873,114.0954408,-85,10.47673064
3407194.41,509134.6,30.7854757,114.095433,-85,10.41153989
3407193.12,509133.84,30.785464,114.095425,-85,10.34571705
3407191.83,509133.06,30.7854524,114.0954169,-85,10.2788956
3407190.53,509132.29,30.7854407,114.0954088,-85,10.21217809
3407189.23,509131.53,30.785429,114.0954008,-85,10.14580661
3407187.95,509130.76,30.7854174,114.0953928,-85,10.07942587
3407186.65,509130,30.7854057,114.0953848,-85,10.01285202
3407185.35,509129.24,30.785394,114.0953769,-85,9.946341035
3407184.06,509128.48,30.7853824,114.0953689,-85,9.880241966
3407182.77,509127.71,30.7853707,114.0953609,-85,9.813897463
3407181.49,509126.96,30.7853592,114.095353,-85,9.748792972
3407180.19,509126.2,30.7853475,114.0953451,-85,9.682869453
3407178.88,509125.45,30.7853357,114.0953372,-85,9.617357507
3407177.59,509124.69,30.785324,114.0953293,-85,9.552375235
3407176.29,509123.94,30.7853123,114.0953214,-85,9.487982684
3407175,509123.18,30.7853007,114.0953135,-85,9.423796706
3407173.7,509122.43,30.785289,114.0953056,-85,9.360018992
3407172.42,509121.67,30.7852774,114.0952977,-85,9.297026409
3407171.12,509120.91,30.7852657,114.0952897,-85,9.234270877
3407169.83,509120.15,30.7852541,114.0952818,-85,9.172470604
3407168.54,509119.4,30.7852424,114.0952739,-85,9.111504251
3407167.24,509118.63,30.7852307,114.0952659,-85,9.049866422
3407165.95,509117.88,30.7852191,114.095258,-85,8.989736335
3407164.65,509117.12,30.7852074,114.0952501,-85,8.929612846
3407163.36,509116.37,30.7851957,114.0952422,-85,8.870211572
3407162.07,509115.61,30.7851841,114.0952343,-85,8.810233835
3407160.77,509114.85,30.7851724,114.0952263,-85,8.74944562
3407159.48,509114.07,30.7851608,114.0952182,-85,8.68815471
3407158.19,509113.31,30.7851491,114.0952102,-85,8.627508207
3407156.9,509112.55,30.7851375,114.0952023,-85,8.566667679
3407155.6,509111.8,30.7851258,114.0951944,-85,8.505218135
3407154.32,509111.03,30.7851142,114.0951864,-85,8.442591151
3407153.02,509110.28,30.7851025,114.0951785,-85,8.378951367
3407151.73,509109.52,30.7850909,114.0951706,-85,8.314455907
3407150.43,509108.77,30.7850792,114.0951627,-85,8.249048384
3407149.15,509108.02,30.7850676,114.0951549,-85,8.183343811
3407147.86,509107.26,30.785056,114.0951469,-85,8.11592063
3407146.56,509106.5,30.7850443,114.095139,-85,8.046934003
3407145.28,509105.74,30.7850327,114.095131,-85,7.977527028
3407143.98,509104.97,30.785021,114.095123,-85,7.905935354
3407142.69,509104.21,30.7850094,114.095115,-85,7.833891716
3407141.39,509103.44,30.7849977,114.095107,-85,7.760080407
3407140.11,509102.68,30.7849861,114.095099,-85,7.686234521
3407138.81,509101.91,30.7849744,114.095091,-85,7.610094848
3407137.51,509101.15,30.7849627,114.095083,-85,7.533452086
3407136.22,509100.39,30.7849511,114.095075,-85,7.456513529
3407134.94,509099.63,30.7849395,114.0950671,-85,7.379206286
3407133.65,509098.87,30.7849279,114.0950591,-85,7.300789606
3407132.34,509098.1,30.7849161,114.0950511,-85,7.220868545
3407131.04,509097.35,30.7849044,114.0950432,-85,7.141667254
3407129.75,509096.59,30.7848927,114.0950353,-85,7.062367902
3407128.46,509095.85,30.7848811,114.0950275,-85,6.983254666
3407127.17,509095.09,30.7848695,114.0950196,-85,6.903428065
3407125.9,509094.34,30.784858,114.0950117,-85,6.824700384
3407124.61,509093.58,30.7848464,114.0950038,-85,6.744697925
3407123.31,509092.83,30.7848347,114.0949959,-85,6.664502011
3407122.03,509092.06,30.7848231,114.0949879,-85,6.584769735
3407120.74,509091.31,30.7848115,114.09498,-85,6.505056027
3407119.45,509090.55,30.7847999,114.0949721,-85,6.425089526
3407118.18,509089.8,30.7847884,114.0949642,-85,6.346342196
3407116.89,509089.04,30.7847768,114.0949563,-85,6.266425211
3407115.6,509088.29,30.7847652,114.0949485,-85,6.186979915
3407114.32,509087.53,30.7847536,114.0949405,-85,6.10785725
3407113.04,509086.77,30.7847421,114.0949326,-85,6.028810973
3407111.74,509086.02,30.7847304,114.0949247,-85,5.949421263
3407110.46,509085.25,30.7847188,114.0949166,-85,5.870761584
3407109.17,509084.49,30.7847072,114.0949087,-85,5.792349172
3407107.88,509083.73,30.7846956,114.0949007,-85,5.714198455
3407106.6,509082.96,30.784684,114.0948927,-85,5.636599186
3407105.3,509082.21,30.7846723,114.0948848,-85,5.559396295
3407104,509081.43,30.7846606,114.0948767,-85,5.481958918
3407102.71,509080.67,30.784649,114.0948687,-85,5.406072138
3407101.43,509079.89,30.7846374,114.0948606,-85,5.330423415
3407100.14,509079.14,30.7846258,114.0948527,-85,5.255650348
3407098.84,509078.36,30.7846141,114.0948446,-85,5.180283932
3407097.56,509077.6,30.7846025,114.0948366,-85,5.107047187
3407096.27,509076.84,30.7845909,114.0948287,-85,5.033988032
3407094.98,509076.1,30.7845793,114.0948209,-85,4.96214568
3407093.7,509075.35,30.7845677,114.0948131,-85,4.890861081
3407092.4,509074.6,30.784556,114.0948052,-85,4.819403152
3407091.11,509073.84,30.7845444,114.0947973,-85,4.748654201
3407089.84,509073.1,30.7845329,114.0947895,-85,4.679961625
3407088.55,509072.35,30.7845213,114.0947817,-85,4.61092095
3407087.26,509071.6,30.7845097,114.0947738,-85,4.542590147
3407085.99,509070.85,30.7844982,114.094766,-85,4.475678707
3407084.7,509070.09,30.7844866,114.094758,-85,4.408667018
3407083.43,509069.33,30.7844751,114.0947501,-85,4.343206372
3407082.14,509068.57,30.7844635,114.0947421,-85,4.278370733
3407080.85,509067.81,30.7844519,114.0947342,-85,4.214596078
3407079.55,509067.04,30.7844402,114.0947261,-85,4.151539384
3407078.26,509066.27,30.7844285,114.0947181,-85,4.090287416
3407076.96,509065.52,30.7844168,114.0947102,-85,4.030732197
3407075.65,509064.77,30.784405,114.0947024,-85,3.972134237
3407074.35,509064.03,30.7843933,114.0946946,-85,3.91536995
3407073.05,509063.27,30.7843816,114.0946867,-85,3.859386987
3407071.76,509062.51,30.7843699,114.0946787,-85,3.804976388
3407070.46,509061.73,30.7843582,114.0946706,-85,3.750693451
3407069.16,509060.97,30.7843465,114.0946626,-85,3.698380834
3407067.87,509060.19,30.7843349,114.0946545,-85,3.646985018
3407066.57,509059.4,30.7843231,114.0946462,-85,3.596251153
3407065.27,509058.63,30.7843114,114.0946381,-85,3.547434945
3407063.98,509057.87,30.7842998,114.0946302,-85,3.500361498
3407062.68,509057.11,30.7842881,114.0946222,-85,3.454505948
3407061.39,509056.34,30.7842764,114.0946142,-85,3.41016396
3407060.09,509055.58,30.7842647,114.0946062,-85,3.367515085
3407058.79,509054.8,30.784253,114.0945981,-85,3.325842951
3407057.49,509054.05,30.7842413,114.0945902,-85,3.286701809
3407056.21,509053.26,30.7842297,114.094582,-85,3.248486419
3407054.91,509052.51,30.784218,114.0945741,-85,3.213122332
3407053.62,509051.73,30.7842064,114.094566,-85,3.178960629
3407052.33,509050.96,30.7841948,114.0945579,-85,3.147196339
3407051.05,509050.2,30.7841832,114.0945499,-85,3.118056241
3407049.75,509049.42,30.7841715,114.0945418,-85,3.090374581
3407048.46,509048.64,30.7841599,114.0945336,-85,3.064935058
3407047.17,509047.86,30.7841482,114.0945255,-85,3.041768524
3407045.88,509047.1,30.7841366,114.0945175,-85,3.021106165
3407044.58,509046.33,30.7841249,114.0945095,-85,3.002183442
3407043.28,509045.59,30.7841132,114.0945017,-85,2.985869595
3407042,509044.83,30.7841016,114.0944938,-85,2.970768854
3407040.71,509044.07,30.78409,114.0944858,-85,2.957135553
3407039.42,509043.31,30.7840784,114.0944779,-85,2.945095583
3407038.14,509042.57,30.7840668,114.0944701,-85,2.934620183
3407036.84,509041.8,30.7840551,114.0944621,-85,2.924761921
3407035.55,509041.04,30.7840435,114.0944541,-85,2.915928678
3407034.25,509040.28,30.7840318,114.0944462,-85,2.907824308
3407032.97,509039.52,30.7840202,114.0944382,-85,2.900001922
3407031.68,509038.76,30.7840086,114.0944303,-85,2.892518705
3407030.38,509038.01,30.7839969,114.0944224,-85,2.885315098
3407029.09,509037.24,30.7839852,114.0944144,-85,2.87755324
3407027.79,509036.48,30.7839735,114.0944064,-85,2.869806496
3407026.49,509035.72,30.7839618,114.0943985,-85,2.861618713
3407025.19,509034.95,30.7839501,114.0943904,-85,2.85277081
3407023.91,509034.2,30.7839385,114.0943825,-85,2.843726868
3407022.62,509033.43,30.7839269,114.0943745,-85,2.83372285
3407021.32,509032.67,30.7839152,114.0943665,-85,2.823252464
3407020.02,509031.9,30.7839035,114.0943585,-85,2.812146426
3407018.71,509031.13,30.7838917,114.0943504,-85,2.800595064
3407017.42,509030.36,30.78388,114.0943424,-85,2.788492168
3407016.13,509029.62,30.7838684,114.0943346,-85,2.776500459
3407014.83,509028.85,30.7838567,114.0943266,-85,2.763606087
3407013.55,509028.11,30.7838451,114.0943188,-85,2.750952243
3407012.26,509027.35,30.7838335,114.0943109,-85,2.737759675
3407010.96,509026.6,30.7838218,114.094303,-85,2.72469905
3407009.67,509025.84,30.7838102,114.0942951,-85,2.711427966
3407008.39,509025.08,30.7837986,114.0942871,-85,2.698193363
3407007.1,509024.32,30.783787,114.0942792,-85,2.685216857
3407005.81,509023.57,30.7837754,114.0942713,-85,2.67265022
3407004.53,509022.81,30.7837638,114.0942634,-85,2.660280594
3407003.24,509022.06,30.7837522,114.0942555,-85,2.648558981
3407001.95,509021.3,30.7837406,114.0942476,-85,2.637073314
3407000.66,509020.55,30.7837289,114.0942397,-85,2.626496497
3406999.36,509019.79,30.7837172,114.0942318,-85,2.616373293
3406998.06,509019.05,30.7837055,114.094224,-85,2.607177691
3406996.76,509018.28,30.7836938,114.094216,-85,2.598359351
3406995.48,509017.53,30.7836822,114.0942081,-85,2.590845244
3406994.19,509016.76,30.7836706,114.0942001,-85,2.583647823
3406992.89,509016,30.7836589,114.0941921,-85,2.577186197
3406991.61,509015.23,30.7836473,114.0941841,-85,2.571420681
3406990.32,509014.46,30.7836357,114.094176,-85,2.566561254
3406989.02,509013.69,30.783624,114.094168,-85,2.562285199
3406987.73,509012.92,30.7836124,114.0941599,-85,2.558824652
3406986.45,509012.14,30.7836008,114.0941518,-85,2.55574529
3406985.16,509011.38,30.7835892,114.0941438,-85,2.55332953
3406983.87,509010.62,30.7835776,114.0941358,-85,2.551475749
3406982.59,509009.87,30.783566,114.094128,-85,2.550020648
3406981.3,509009.11,30.7835544,114.0941201,-85,2.548273311
3406980.01,509008.36,30.7835428,114.0941122,-85,2.546568233
3406978.73,509007.6,30.7835312,114.0941043,-85,2.544494407
3406977.43,509006.85,30.7835195,114.0940964,-85,2.542296681
3406976.13,509006.09,30.7835078,114.0940885,-85,2.539307144
3406974.84,509005.35,30.7834962,114.0940807,-85,2.536042034
3406973.56,509004.59,30.7834846,114.0940728,-85,2.53182442
3406972.28,509003.83,30.7834731,114.0940648,-85,2.526919069
3406971,509003.06,30.7834615,114.0940568,-85,2.521125016
3406969.71,509002.32,30.7834499,114.094049,-85,2.515111162
3406968.42,509001.55,30.7834383,114.094041,-85,2.508073142
3406967.14,509000.8,30.7834267,114.0940331,-85,2.500827454
3406965.84,509000.03,30.783415,114.0940251,-85,2.492934735
3406964.55,508999.28,30.7834034,114.0940172,-85,2.484832903
3406963.26,508998.51,30.7833918,114.0940092,-85,2.475592951
3406961.97,508997.76,30.7833801,114.0940013,-85,2.466141233
3406960.68,508996.99,30.7833685,114.0939933,-85,2.456418385
3406959.39,508996.24,30.7833569,114.0939854,-85,2.446469706
3406958.1,508995.47,30.7833452,114.0939774,-85,2.436099125
3406956.81,508994.71,30.7833336,114.0939694,-85,2.425695974
3406955.51,508993.96,30.7833219,114.0939615,-85,2.415030289
3406954.22,508993.2,30.7833103,114.0939536,-85,2.403918147
3406952.93,508992.44,30.7832986,114.0939456,-85,2.392520502
3406951.64,508991.68,30.783287,114.0939377,-85,2.380940925
3406950.35,508990.92,30.7832754,114.0939297,-85,2.369141436
3406949.06,508990.15,30.7832637,114.0939217,-85,2.35701445
3406947.77,508989.39,30.7832521,114.0939137,-85,2.344965998
3406946.48,508988.62,30.7832405,114.0939057,-85,2.332931101
3406945.2,508987.86,30.7832289,114.0938977,-85,2.321008494
3406943.9,508987.09,30.7832172,114.0938897,-85,2.308982795
3406942.61,508986.33,30.7832056,114.0938817,-85,2.297204705
3406941.32,508985.57,30.783194,114.0938738,-85,2.285459721
3406940.03,508984.81,30.7831823,114.0938658,-85,2.273863491
3406938.74,508984.06,30.7831707,114.093858,-85,2.26259768
3406937.45,508983.32,30.7831591,114.0938502,-85,2.251433404
3406936.16,508982.57,30.7831474,114.0938424,-85,2.240182563
3406934.87,508981.82,30.7831358,114.0938345,-85,2.229008283
3406933.58,508981.07,30.7831242,114.0938267,-85,2.217784239
3406932.28,508980.32,30.7831125,114.0938188,-85,2.206432506
3406931.01,508979.55,30.783101,114.0938108,-85,2.195051604
3406929.72,508978.81,30.7830894,114.093803,-85,2.183517053
3406928.44,508978.06,30.7830778,114.0937952,-85,2.171746736
3406927.15,508977.3,30.7830662,114.0937873,-85,2.159429811
3406925.86,508976.56,30.7830546,114.0937795,-85,2.146796528
3406924.58,508975.81,30.783043,114.0937717,-85,2.13382612
3406923.29,508975.07,30.7830314,114.0937639,-85,2.120226753
3406922.01,508974.32,30.7830199,114.0937561,-85,2.106115048
3406920.73,508973.56,30.7830083,114.0937481,-85,2.091628188
3406919.44,508972.8,30.7829967,114.0937402,-85,2.076601083
3406918.15,508972.05,30.7829851,114.0937323,-85,2.061216538
3406916.87,508971.29,30.7829735,114.0937244,-85,2.045690993
3406915.58,508970.53,30.7829619,114.0937164,-85,2.030034074
3406914.3,508969.76,30.7829504,114.0937084,-85,2.014248408
3406913.02,508969.01,30.7829388,114.0937005,-85,1.998658782
3406911.73,508968.25,30.7829272,114.0936926,-85,1.983166247
3406910.46,508967.48,30.7829157,114.0936845,-85,1.968036808
3406909.17,508966.72,30.7829041,114.0936766,-85,1.953131107
3406907.89,508965.97,30.7828926,114.0936687,-85,1.938789398
3406906.61,508965.21,30.782881,114.0936608,-85,1.924802235
3406905.32,508964.46,30.7828694,114.0936529,-85,1.911326682
3406904.03,508963.71,30.7828578,114.0936451,-85,1.898388942
3406902.75,508962.96,30.7828462,114.0936372,-85,1.886057806
3406901.47,508962.21,30.7828347,114.0936294,-85,1.874357933
3406900.18,508961.46,30.7828231,114.0936215,-85,1.863234656
3406898.9,508960.7,30.7828115,114.0936136,-85,1.852791235
3406897.61,508959.95,30.7827999,114.0936057,-85,1.843131957
3406896.32,508959.19,30.7827883,114.0935978,-85,1.834206481
3406895.03,508958.43,30.7827766,114.0935898,-85,1.826139192
3406893.74,508957.66,30.782765,114.0935818,-85,1.818913159
3406892.45,508956.91,30.7827534,114.0935739,-85,1.812819678
3406891.17,508956.13,30.7827418,114.0935658,-85,1.807629173
3406889.88,508955.37,30.7827302,114.0935578,-85,1.803620594
3406888.59,508954.6,30.7827186,114.0935498,-85,1.801005645
3406887.31,508953.84,30.782707,114.0935418,-85,1.799757618
3406886.01,508953.07,30.7826953,114.0935338,-85,1.799622719
3406884.72,508952.31,30.7826837,114.0935258,-85,1.801013271
3406883.44,508951.55,30.7826721,114.0935179,-85,1.804059971
3406882.15,508950.82,30.7826605,114.0935102,-85,1.808387418
3406880.85,508950.04,30.7826488,114.0935021,-85,1.814001195
3406879.56,508949.29,30.7826372,114.0934942,-85,1.821181571
3406878.28,508948.53,30.7826256,114.0934863,-85,1.829868455
3406876.98,508947.78,30.7826139,114.0934784,-85,1.839844938
3406875.69,508947.03,30.7826023,114.0934706,-85,1.851273913
3406874.42,508946.28,30.7825908,114.0934627,-85,1.863949119
3406873.13,508945.51,30.7825792,114.0934547,-85,1.877942655
3406871.84,508944.76,30.7825676,114.0934468,-85,1.89302146
3406870.56,508944.01,30.782556,114.093439,-85,1.909133199
3406869.27,508943.26,30.7825444,114.0934311,-85,1.926239177
3406868,508942.5,30.7825329,114.0934232,-85,1.944008234
3406866.71,508941.75,30.7825213,114.0934153,-85,1.962980477
3406865.42,508940.99,30.7825097,114.0934074,-85,1.982806255
3406864.14,508940.24,30.7824981,114.0933995,-85,2.003188369
3406862.85,508939.48,30.7824865,114.0933916,-85,2.024561532
3406861.56,508938.72,30.7824749,114.0933836,-85,2.046618798
3406860.26,508937.95,30.7824632,114.0933756,-85,2.069422643
3406858.98,508937.19,30.7824516,114.0933676,-85,2.092463058
3406857.68,508936.42,30.7824399,114.0933596,-85,2.116472155
3406856.38,508935.66,30.7824282,114.0933516,-85,2.140890589
3406855.1,508934.88,30.7824166,114.0933435,-85,2.165608807
3406853.8,508934.13,30.7824049,114.0933356,-85,2.190728765
3406852.51,508933.36,30.7823933,114.0933276,-85,2.216093246
3406851.22,508932.61,30.7823817,114.0933197,-85,2.241454904
3406849.93,508931.85,30.78237,114.0933118,-85,2.266946647
3406848.64,508931.11,30.7823584,114.093304,-85,2.292166339
3406847.35,508930.34,30.7823468,114.093296,-85,2.317489364
3406846.07,508929.59,30.7823352,114.0932881,-85,2.342126497
3406844.78,508928.82,30.7823236,114.0932801,-85,2.366533671
3406843.5,508928.07,30.7823121,114.0932722,-85,2.390067972
3406842.22,508927.3,30.7823005,114.0932642,-85,2.41323264
3406840.94,508926.54,30.782289,114.0932562,-85,2.43556525
3406839.67,508925.78,30.7822775,114.0932483,-85,2.456882571
3406838.38,508925.03,30.7822659,114.0932404,-85,2.477388746
3406837.09,508924.26,30.7822543,114.0932324,-85,2.496704165
3406835.81,508923.51,30.7822427,114.0932245,-85,2.514502618
3406834.52,508922.75,30.7822311,114.0932166,-85,2.53128369
3406833.22,508921.99,30.7822194,114.0932086,-85,2.546948319
3406831.93,508921.23,30.7822078,114.0932007,-85,2.561010492
3406830.64,508920.47,30.7821961,114.0931927,-85,2.573552267
3406829.35,508919.72,30.7821845,114.0931849,-85,2.584963672
3406828.05,508918.96,30.7821728,114.0931769,-85,2.59493287
3406826.77,508918.19,30.7821612,114.0931689,-85,2.603230846
3406825.47,508917.43,30.7821495,114.0931609,-85,2.610029516
3406824.18,508916.67,30.7821379,114.0931529,-85,2.615066302
3406822.88,508915.9,30.7821262,114.0931449,-85,2.618487007
3406821.6,508915.15,30.7821146,114.093137,-85,2.620510127
3406820.3,508914.39,30.7821029,114.0931291,-85,2.621224197
3406819.01,508913.63,30.7820913,114.0931211,-85,2.62043376
3406817.73,508912.87,30.7820797,114.0931132,-85,2.618146517
3406816.44,508912.11,30.7820681,114.0931052,-85,2.61469504
3406815.15,508911.35,30.7820565,114.0930973,-85,2.609961402
3406813.87,508910.59,30.7820449,114.0930893,-85,2.604197062
3406812.59,508909.83,30.7820334,114.0930814,-85,2.597447808
3406811.3,508909.06,30.7820218,114.0930733,-85,2.589752006
3406810.02,508908.3,30.7820102,114.0930654,-85,2.581487347
3406808.73,508907.54,30.7819986,114.0930574,-85,2.572732818
3406807.44,508906.78,30.781987,114.0930495,-85,2.563697872
3406806.16,508906.03,30.7819754,114.0930416,-85,2.554614246
3406804.87,508905.25,30.7819638,114.0930335,-85,2.545201486
3406803.59,508904.49,30.7819523,114.0930255,-85,2.535954819
3406802.31,508903.72,30.7819407,114.0930175,-85,2.526804257
3406801.03,508902.95,30.7819292,114.0930094,-85,2.518038609
3406799.75,508902.17,30.7819176,114.0930013,-85,2.509613551
3406798.47,508901.41,30.7819061,114.0929933,-85,2.501700629
3406797.18,508900.65,30.7818945,114.0929853,-85,2.494289237
3406795.91,508899.88,30.781883,114.0929773,-85,2.487230697
3406794.62,508899.13,30.7818714,114.0929694,-85,2.480803227
3406793.33,508898.36,30.7818598,114.0929614,-85,2.47481056
3406792.05,508897.6,30.7818482,114.0929534,-85,2.46942091
3406790.77,508896.83,30.7818367,114.0929454,-85,2.464398939
3406789.49,508896.08,30.7818251,114.0929375,-85,2.459994013
3406788.2,508895.3,30.7818135,114.0929294,-85,2.45579077
3406786.91,508894.54,30.7818019,114.0929214,-85,2.452149665
3406785.63,508893.78,30.7817903,114.0929135,-85,2.448964963
3406784.34,508893.04,30.7817787,114.0929057,-85,2.446201962
3406783.06,508892.27,30.7817672,114.0928977,-85,2.443394736
3406781.78,508891.52,30.7817556,114.0928898,-85,2.440978081
3406780.5,508890.77,30.7817441,114.092882,-85,2.438900292
3406779.21,508890,30.7817325,114.0928739,-85,2.436993948
3406777.93,508889.23,30.7817209,114.0928659,-85,2.435210522
3406776.64,508888.46,30.7817093,114.0928578,-85,2.433577002
3406775.35,508887.7,30.7816977,114.0928499,-85,2.432322367
3406774.08,508886.94,30.7816862,114.0928419,-85,2.4312904
3406772.79,508886.19,30.7816746,114.0928341,-85,2.430473977
3406771.51,508885.43,30.781663,114.0928261,-85,2.429724971
3406770.21,508884.68,30.7816513,114.0928183,-85,2.429204668
3406768.92,508883.94,30.7816397,114.0928105,-85,2.428902337
3406767.62,508883.17,30.781628,114.0928025,-85,2.428619594
3406766.34,508882.42,30.7816164,114.0927946,-85,2.428338906
3406765.05,508881.67,30.7816048,114.0927868,-85,2.428040445
3406763.75,508880.91,30.7815931,114.0927788,-85,2.42767988
3406762.47,508880.15,30.7815815,114.0927709,-85,2.427200239
3406761.18,508879.39,30.7815699,114.0927629,-85,2.426602751
3406759.9,508878.63,30.7815584,114.092755,-85,2.425732561
3406758.62,508877.87,30.7815468,114.092747,-85,2.424593988
3406757.33,508877.1,30.7815352,114.092739,-85,2.423069251
3406756.04,508876.35,30.7815236,114.0927311,-85,2.421239185
3406754.76,508875.59,30.781512,114.0927232,-85,2.418849703
3406753.48,508874.84,30.7815005,114.0927153,-85,2.415998801
3406752.19,508874.07,30.7814889,114.0927073,-85,2.412454909
3406750.9,508873.31,30.7814772,114.0926993,-85,2.408346963
3406749.61,508872.55,30.7814656,114.0926914,-85,2.403607398
3406748.32,508871.8,30.781454,114.0926835,-85,2.39828753
3406747.04,508871.04,30.7814424,114.0926756,-85,2.392241554
3406745.75,508870.28,30.7814308,114.0926676,-85,2.385543064
3406744.46,508869.52,30.7814192,114.0926597,-85,2.37825008
3406743.19,508868.77,30.7814077,114.0926518,-85,2.370544863
3406741.9,508868.01,30.7813961,114.0926439,-85,2.362239909
3406740.63,508867.26,30.7813846,114.092636,-85,2.353485324
3406739.34,508866.5,30.781373,114.0926281,-85,2.344155281
3406738.06,508865.76,30.7813615,114.0926203,-85,2.334719394
3406736.78,508865,30.7813499,114.0926124,-85,2.324740195
3406735.49,508864.25,30.7813383,114.0926045,-85,2.31442702
3406734.19,508863.48,30.7813266,114.0925965,-85,2.303510085
3406732.89,508862.73,30.7813149,114.0925886,-85,2.292481491
3406731.61,508861.98,30.7813033,114.0925808,-85,2.281313964
3406730.31,508861.24,30.7812916,114.0925731,-85,2.269998142
3406729.01,508860.49,30.7812799,114.0925652,-85,2.258366107
3406727.71,508859.74,30.7812682,114.0925574,-85,2.246448275
3406726.43,508859,30.7812566,114.0925496,-85,2.234421235
3406725.13,508858.24,30.7812449,114.0925417,-85,2.22184749
3406723.84,508857.49,30.7812333,114.0925338,-85,2.209137212
3406722.56,508856.72,30.7812217,114.0925258,-85,2.19591724
3406721.27,508855.97,30.7812101,114.0925179,-85,2.182488871
3406719.98,508855.19,30.7811985,114.0925098,-85,2.16823506
3406718.7,508854.43,30.7811869,114.0925018,-85,2.153731797
3406717.41,508853.66,30.7811753,114.0924938,-85,2.138459642
3406716.12,508852.9,30.7811637,114.0924858,-85,2.122625494
3406714.85,508852.15,30.7811522,114.092478,-85,2.106215154
3406713.56,508851.39,30.7811406,114.09247,-85,2.088649613
3406712.29,508850.63,30.7811291,114.0924621,-85,2.07019672
3406711,508849.89,30.7811175,114.0924543,-85,2.050767094
3406709.72,508849.13,30.781106,114.0924464,-85,2.029842773
3406708.45,508848.38,30.7810945,114.0924385,-85,2.007675432
3406707.17,508847.62,30.781083,114.0924306,-85,1.983697989
3406705.89,508846.87,30.7810714,114.0924227,-85,1.958353891
3406704.6,508846.11,30.7810598,114.0924148,-85,1.931021215
3406703.32,508845.35,30.7810483,114.0924068,-85,1.901941334
3406702.04,508844.59,30.7810367,114.0923989,-85,1.871119513
3406700.76,508843.84,30.7810252,114.092391,-85,1.838816159
3406699.49,508843.06,30.7810137,114.0923829,-85,1.804420498
3406698.2,508842.31,30.7810021,114.092375,-85,1.76876614
3406696.92,508841.54,30.7809906,114.092367,-85,1.731428504
3406695.65,508840.79,30.7809791,114.0923591,-85,1.693473233
